anomalia	position	words_count	accent_vowels	tf_idf	pos	names	punctuation_in_the_middle	question	negation	line_sentence	numerals	subject	verbs	adjectives	adverbs	personal_pronomen	prepositions	part	conjunction	conj_constructions
0	p1	7	эааэоэ	4	SVAPSVS	0	0	0	0	0	0	3	2	1	0	0	1	0	0	0
0	p1	9	ооааыо	0	SVMSVPSCV	0	0	0	0	0	0	3	3	0	0	1	1	0	1	0
0	p1	6	уооиаэ	3	SASVSA	0	0	0	0	1	0	3	1	2	0	0	0	0	0	0
0	p1	7	оэоауи	1	BVSPVMS	1	0	0	0	0	0	2	2	0	1	1	1	0	0	0
0	p1	7	аооыэи	4	SMVVPSB	0	0	0	0	0	0	2	2	0	1	0	1	0	0	0
0	p1	6	оаооэа	3	SSBVSS	1	0	0	0	1	0	4	1	0	1	0	0	0	0	0
0	p1	8	ыиоэоу	1	VMMRVSCA	0	0	0	1	0	0	1	2	1	0	1	0	1	1	0
0	p1	9	аоэоии	0	SSMVCVSMV	1	0	0	0	0	0	3	3	0	0	2	0	0	1	0
0	p1	7	иэыаао	3	PSCVVAS	1	0	0	0	1	0	2	2	1	0	0	1	0	1	0
0	p1	5	оиэиаа	3	MSAVV	1	0	0	0	0	0	1	2	1	0	1	0	0	0	0
0	p1	8	ыооэои	0	VSMMSCSA	0	0	0	0	0	0	3	1	1	0	1	0	0	1	0
0	p1	6	ууиоуи	2	SMVBMA	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0
0	p1	7	иуиуоа	4	SCSSSSA	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0
0	p1	9	эуиуоэ	0	SMVMCPASS	0	0	0	0	0	0	3	1	1	0	1	1	0	1	0
0	p1	8	иэаоаа	0	SMVCMSVA	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0
0	p1	9	оииэоа	0	VVMMMSVPA	0	0	0	0	0	0	1	3	1	0	1	1	0	0	0
0	p1	9	оэиыэо	0	SPSAPSPSA	0	0	0	0	1	0	4	0	2	0	0	3	0	0	0
0	p1	9	оэоиии	0	VBVBMPMMM	0	0	0	0	1	0	0	2	0	2	2	1	0	0	0
0	p1	8	оиаэоо	0	ASVCVPSS	1	0	0	0	0	0	3	2	1	0	0	1	0	1	0
0	p1	9	ааоаэы	0	PSVSCPSAV	1	0	0	0	0	0	3	2	1	0	0	2	0	1	0
0	p1	9	эиаэои	0	BPMVSVMCV	0	0	0	0	0	0	1	3	0	1	1	1	0	1	0
0	p1	7	иоэаии	1	SPMVMVS	0	0	0	0	1	0	2	2	0	0	1	1	0	0	0
0	p1	7	аэиоиу	2	PSMVSAA	0	0	0	0	0	0	2	1	2	0	1	1	0	0	0
0	p1	8	аиооуо	1	MVMSASPS	0	1	0	0	0	0	3	1	1	0	0	1	0	0	0
0	p1	8	ыооэаэ	4	VPSMSSPV	3	0	0	0	0	0	3	2	0	0	0	2	0	0	0
0	p1	6	аэаэээ	5	SSSSPV	4	0	0	0	0	0	4	1	0	0	0	1	0	0	0
0	p1	9	ииэооа	0	PMVSSCSPS	4	0	0	0	0	0	4	1	0	0	1	2	0	1	0
0	p1	6	ыиуоаэ	5	SSSSVB	2	1	0	0	0	0	4	1	0	1	0	0	0	0	0
0	p1	8	иоаииэ	2	PMCASSAS	3	0	0	0	0	0	3	0	2	0	1	1	0	1	0
0	p1	8	эииээо	0	MSVRAMSM	0	0	0	0	0	0	2	1	1	0	1	0	1	0	0
0	p1	8	эооиао	0	CRMMRVSA	1	0	0	1	1	0	1	1	1	0	1	0	2	1	0
0	p1	8	ииэаоа	2	PMVBSSPA	2	0	0	0	0	0	2	1	1	1	1	2	0	0	0
0	p2	6	иооыао	2	SDASSS	1	0	0	0	1	1	4	0	1	0	0	0	0	0	0
0	p2	7	ээааии	2	DPSMVMV	0	1	0	0	0	0	1	2	0	0	2	1	0	0	0
0	p2	8	эооаиа	0	PSMPMVSB	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0
0	p2	8	ыаиоэо	1	SVMPSMVA	0	0	0	0	0	0	2	2	1	0	2	1	0	0	0
0	p2	6	иооуэо	3	SAMPAS	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0
0	p2	7	оууооа	5	SSDSVBV	0	0	0	0	0	1	3	2	0	1	0	0	0	0	0
0	p2	8	аиииэо	1	SMBVMDPS	0	0	0	0	1	0	2	1	0	1	1	1	0	0	0
0	p2	7	аиэуыи	1	VMPSAVS	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0
0	p2	7	эаээуу	3	MSVVSCA	1	0	0	0	1	0	2	2	1	0	1	0	0	1	0
0	p2	7	ыыаиаи	5	PSVSSAS	1	1	0	0	0	0	4	1	1	0	0	1	0	0	0
0	p2	8	оаээиа	1	ASPMSVPA	1	1	0	0	0	0	2	1	2	0	0	2	0	0	0
0	p2	8	оэааоа	0	SVSSSSSA	2	0	0	0	1	0	6	1	1	0	0	0	0	0	0
0	p2	9	уэоыиэ	0	MCPMRBVSS	0	0	0	0	0	0	2	1	0	1	1	1	1	1	0
0	p2	7	уэиаао	2	PSSVVSS	2	0	0	0	0	0	4	2	0	0	0	1	0	0	0
0	p2	12	ыиуиои	0	SRBRVVMPSPMM	0	0	0	0	0	0	2	2	0	1	2	2	2	0	0
0	p2	8	иоаиио	2	SAMVMRAS	1	1	1	1	0	0	2	1	2	0	2	0	1	0	0
0	p2	7	ооуоои	2	SSCSMVS	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0
0	p2	7	эоаыэа	4	SMAMSAS	0	1	0	0	0	0	3	0	2	0	1	0	0	0	0
0	p2	8	аааиои	2	BRACSSMV	0	1	0	1	0	0	2	1	1	1	1	0	1	1	0
0	p2	7	эоаэио	2	BMVBCAS	0	0	0	0	0	0	1	1	1	2	1	0	0	1	0
0	p2	7	эаоуоа	2	SCMASMV	0	0	0	0	0	0	2	1	1	0	1	0	0	1	0
0	p2	7	уааоаа	2	AVVPMSS	2	0	0	0	0	0	2	2	1	0	1	1	0	0	0
0	p2	6	аээоао	3	VMSMSA	1	0	0	0	1	0	2	1	1	0	1	0	0	0	0
0	p2	9	аиэоэы	0	MVPASCVMS	0	0	0	0	1	0	2	2	1	0	0	1	0	1	0
0	p2	6	ыооааы	3	SASSSV	2	0	0	0	0	0	4	1	1	0	0	0	0	0	0
0	p2	8	ыоаауэ	0	VBCVVPSS	1	0	0	0	0	0	2	3	0	1	0	1	0	1	0
0	p2	7	иоээаи	3	SVSSMVM	0	1	0	0	0	0	3	2	0	0	2	0	0	0	0
0	p2	12	ииуээу	1	PSPMMACBPMMA	0	0	0	0	0	0	1	0	2	1	2	3	0	1	0
0	p2	9	оуоэои	0	ASMPSRVMA	0	0	0	1	0	0	2	1	2	0	1	1	1	0	0
0	p2	9	аооэыи	0	SCASCASSR	0	0	0	0	0	0	4	0	2	0	0	0	1	2	0
0	p2	9	иуаиау	0	SMMVPSMAS	0	0	0	0	1	0	3	1	1	0	1	1	0	0	0
0	p2	9	уаэоао	0	SPMBBARSA	0	1	0	0	0	0	2	0	2	2	1	1	1	0	0
0	p2	9	эиаоыу	0	PSVCMAPSS	0	0	0	0	1	0	3	1	1	0	0	2	0	1	0
0	p2	6	оуааэу	0	VMVVSA	1	1	0	0	0	0	1	3	1	0	1	0	0	0	0
0	p2	9	уиоаиэ	0	SRVRVMMMS	0	0	1	1	1	0	2	2	0	0	2	0	2	0	0
0	p2	9	эиэаоо	0	MRPSPSASB	0	1	0	1	0	0	3	0	1	1	1	2	1	0	0
0	p2	8	эааиоо	0	SVCBASVM	0	0	0	0	0	0	2	2	1	1	1	0	0	1	0
0	p2	9	ыиоиуа	0	BCVSPSVPM	0	0	0	0	0	0	2	2	0	1	1	2	0	1	0
0	p2	10	аааоои	0	MCSVVMPMSV	0	0	0	0	1	0	2	3	0	0	2	1	0	1	0
0	p2	7	оаээоэ	1	CSSVPSS	2	0	0	0	0	0	4	1	0	0	0	1	0	1	0
0	p2	9	аиыоуу	0	SMVCMRVSA	0	0	0	1	0	0	2	2	1	0	2	0	1	1	0
0	p2	8	ииуэиэ	2	PSMRASAB	0	1	0	0	0	0	2	0	2	1	0	1	1	0	0
0	p2	7	ыаээао	3	MPSASVS	0	0	0	0	0	0	3	1	1	0	1	1	0	0	0
0	p2	9	оэиаоо	0	PAMSPSPMR	0	0	0	0	0	0	2	0	1	0	1	3	1	0	0
0	p2	9	ыыааии	0	VCVMSCBSV	0	0	0	0	0	0	2	3	0	1	0	0	0	2	0
0	p2	9	оиаэоо	0	BVSCPSMBA	0	0	0	0	1	0	2	1	1	2	1	1	0	1	0
0	p2	6	ауоаэо	3	BVBVSA	1	0	0	0	0	0	1	2	1	2	0	0	0	0	0
0	p2	8	оиоэиу	1	SBMSMMVA	0	1	0	0	0	0	2	1	1	1	2	0	0	0	0
0	p2	8	оаэааэ	0	SRMMVRMV	0	0	0	2	0	0	1	2	0	0	1	0	2	0	0
0	p2	9	уиоууо	0	BCASCSCSS	0	0	0	0	0	0	4	0	1	1	0	0	0	3	0
0	p2	7	оуиаао	3	MPASSBA	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0
0	p2	7	ээоооа	1	SSCVPSV	0	1	0	0	0	0	3	2	0	0	0	1	0	1	0
0	p2	8	уаоауо	1	SVPMVPSA	0	0	0	0	0	0	2	2	1	0	1	2	0	0	0
0	p2	7	иэооэа	4	CPASMSS	0	1	0	0	0	0	3	0	1	0	1	1	0	1	0
0	p2	10	оиаоуа	0	SPMVCMVPSS	0	0	0	0	1	0	3	2	0	0	2	2	0	1	0
0	p2	7	ооэоао	0	MRBAASS	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0
0	p2	8	ээоооэ	1	SRASMMRV	0	0	0	1	0	0	2	1	1	0	0	0	2	0	0
0	p2	9	аааоаэ	0	MCMSAMCBR	1	0	0	0	0	0	1	0	1	1	1	0	1	2	0
0	p2	9	аооэаы	0	ARVCRVMAS	0	1	0	2	0	0	1	2	2	0	1	0	2	1	0
0	p2	9	иэиаиэ	0	ASPSPMVMM	0	0	0	0	0	0	2	1	1	0	2	2	0	0	0
0	p2	9	ээаооэ	0	ASCMRAAMV	0	1	0	1	0	0	1	1	3	0	2	0	1	1	0
0	p2	12	уиэаэа	0	PASPDVMPMSCM	0	1	0	0	0	0	2	1	1	0	2	3	0	1	0
0	p2	7	эаэыио	2	ASCASVB	0	0	0	0	1	0	2	1	2	1	0	0	0	1	0
0	p2	9	ыиоааи	0	BCMPSCSVS	0	0	0	0	0	0	3	1	0	1	0	1	0	2	0
0	p2	8	иааоио	0	VBMSCBPA	0	0	0	0	0	0	1	1	1	2	1	1	0	1	0
0	p2	9	аооаао	0	VSCAMMVCA	0	0	0	0	0	0	1	2	2	0	2	0	0	2	0
0	p2	7	иэиуао	3	SVMMBAS	0	1	0	0	0	0	2	1	1	1	1	0	0	0	0
0	p2	10	ааааэи	0	MVVMCSPSRV	0	0	0	1	0	0	2	3	0	0	1	1	1	1	0
0	p2	9	аиоээи	0	SVMABCSMS	0	0	0	0	0	0	3	1	1	1	1	0	0	1	0
0	p2	8	оэииыа	1	VPSAVCPS	0	1	0	0	0	0	2	2	1	0	0	2	0	1	0
0	p2	6	иоэауа	3	VMSASV	1	0	0	0	0	0	2	2	1	0	1	0	0	0	0
0	p2	9	ааэииа	0	SVVCPMPSS	0	1	0	0	0	0	3	2	0	0	1	2	0	1	0
0	p2	5	эиэоэи	5	AASSS	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
0	p2	8	эиооэа	2	MVCMBPMV	0	1	0	0	0	0	0	2	0	1	2	1	0	1	0
0	p2	9	иоэиии	0	SBVPSCSPS	1	1	0	0	0	0	4	1	0	1	0	2	0	1	0
0	p2	6	аэаоэа	3	SVSMSV	1	0	0	0	0	0	3	2	0	0	1	0	0	0	0
0	p2	9	ааоииу	0	SMSCAVPSV	0	0	0	1	0	0	3	2	1	0	0	1	0	1	0
0	p2	8	ооиэоа	1	BSVMBPAB	0	1	0	0	0	0	1	1	1	3	1	1	0	0	0
0	p2	11	аээуии	0	BMMMPMSVRMM	0	1	0	1	0	0	1	1	0	1	2	1	1	0	0
0	p2	11	аааэээ	0	SCSCMRBCMRA	0	0	0	2	0	0	2	0	1	1	1	0	2	3	0
0	p2	9	ооэиуэ	0	VPSMSVPSS	1	1	0	0	0	0	4	2	0	0	0	2	0	0	0
0	p2	9	аэуиоа	0	VMCMRDAPS	0	0	0	0	0	0	1	1	1	0	2	1	1	1	0
0	p2	8	ыаооаа	3	VSPVSMVV	0	0	0	0	0	0	2	4	0	0	1	1	0	0	0
0	p2	8	уэоэаа	1	SBVPMSPM	0	1	0	0	0	0	2	1	0	1	1	2	0	0	0
0	p2	11	оооэоа	0	VMMCMRBVVCS	0	0	0	0	1	0	1	3	0	1	1	0	1	2	0
0	p2	7	уиоааэ	1	CMMMVAS	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0
0	p2	9	ыэоээы	0	VCVSPMVMB	0	0	0	0	0	0	1	3	0	1	2	1	0	1	0
0	p2	10	эоаэуа	0	MMPSAPSPSV	0	0	0	0	0	0	3	1	1	0	2	3	0	0	0
0	p2	10	аиоиуа	0	PMVAMPMRVS	1	0	0	1	0	0	1	2	1	0	1	2	1	0	0
0	p2	9	ооууау	0	SMMVCPSVS	0	0	1	0	1	0	3	2	0	0	2	1	0	1	0
0	p2	8	оуоэао	2	MAMSMVRA	0	0	0	1	0	0	1	1	2	0	0	0	1	0	0
0	p2	8	ооэуаы	1	MPASPASV	0	0	0	0	0	0	2	1	2	0	1	2	0	0	0
0	p2	8	уоээуи	2	VPSBMMVM	0	1	0	0	0	0	1	2	0	1	2	1	0	0	0
0	p2	10	оиоаиа	0	CPMMPMRAPM	0	0	0	1	0	0	0	0	1	0	2	3	1	1	0
0	p2	12	аииууа	0	AMVCSMSPSVPM	0	0	0	0	1	0	3	2	1	0	2	2	0	1	0
0	p2	10	ааооуо	0	VCMRPMRAAS	0	0	0	2	1	0	1	1	2	0	1	1	2	1	0
0	p2	8	ауаиэо	1	ASCMAMVB	0	0	0	0	0	0	1	1	2	1	1	0	0	1	0
0	p2	9	эоуыиэ	0	DSVMPSSPA	0	0	0	0	0	0	3	1	1	0	1	2	0	0	0
0	p2	9	оооаао	0	SSCBRMCSB	0	0	0	0	0	0	3	0	0	2	1	0	1	2	0
0	p2	9	ыэауаэ	0	VCAMSPSRV	0	0	0	0	1	0	2	2	1	0	0	1	1	1	0
0	p2	7	оиэааа	2	CMSVMMV	1	0	0	0	0	0	1	2	0	0	1	0	0	1	0
0	p2	10	оаэоуа	0	PDCMSMVPSV	1	0	0	0	1	1	2	2	0	0	1	2	0	1	0
0	p2	10	оаэуои	0	CVCPMSPMCA	0	0	0	1	0	0	1	1	1	0	1	2	0	3	0
0	p2	7	эааэио	1	AMVSVRV	0	0	0	1	0	0	1	3	1	0	1	0	1	0	0
0	p2	9	ауаооэ	0	MRVRCVPSA	0	0	0	1	0	0	1	2	1	0	1	1	2	1	0
0	p2	10	эаээои	0	SCPSCPSASA	2	0	0	2	0	0	4	0	2	0	0	2	0	2	0
0	p2	10	оиауои	0	VMCPSPSMRV	0	0	0	1	0	0	2	2	0	0	1	2	1	1	0
0	p2	9	эииоио	0	SAVPMRVMA	0	1	0	1	0	0	1	2	2	0	2	1	1	0	0
0	p2	7	аоэоио	1	SPSAMVS	1	1	0	0	0	0	3	1	1	0	1	1	0	0	0
0	p2	10	ыоаиыэ	0	SPSAMPSVMV	0	0	0	0	1	0	3	2	1	0	2	2	0	0	0
0	p2	8	аоиуио	0	SSMVVCMS	0	0	0	0	0	0	3	2	0	0	1	0	0	1	0
0	p2	8	оиаоэи	0	VVCCMPSA	0	0	0	0	0	0	1	2	1	0	1	1	0	2	0
0	p2	8	эаиоаи	0	PSMVVSMS	0	0	0	0	0	0	3	2	0	0	2	1	0	0	0
0	p2	9	эиэуао	0	MVPASRVMB	0	0	0	1	0	0	1	2	1	1	1	1	1	0	0
0	p2	9	иоаиуэ	0	SSCSCMMVS	0	1	0	0	0	0	4	1	0	0	0	0	0	2	0
0	p2	8	ааоииа	0	MMVMBBVS	0	1	0	0	0	0	1	2	0	2	2	0	0	0	0
0	p2	6	ооаэаэ	0	CSVVMS	2	0	0	0	0	0	2	2	0	0	0	0	0	1	0
0	mid	10	аоииоо	0	SMBMRVMVMR	0	1	0	1	0	0	1	2	0	1	3	0	2	0	0
0	mid	7	эаааои	2	MVMVMBV	0	0	0	0	0	0	0	3	0	1	2	0	0	0	0
0	mid	8	эээуаи	1	SPMMASMV	0	1	0	0	0	0	2	1	1	0	3	1	0	0	0
0	mid	8	ээоииы	1	ASCRMVMV	0	0	0	1	0	0	1	2	1	0	0	0	1	1	0
0	mid	10	ауэыао	0	PASCPMRVMV	0	0	0	2	1	0	1	2	1	0	2	2	1	1	0
0	mid	8	ыоаоао	0	VSCMPSCP	0	0	0	0	0	0	2	1	0	0	0	2	0	2	0
0	mid	8	ооиаоа	1	BMVPSACM	0	0	0	0	0	0	1	1	1	1	2	1	0	1	0
0	mid	9	иоиоээ	0	VPSCSPAAS	0	0	0	0	0	0	3	1	2	0	0	2	0	1	0
0	mid	8	ооаэаи	3	VPSMCMSM	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0
0	mid	8	аоаэаэ	0	MPSSSVPS	1	0	0	0	1	0	4	1	0	0	1	2	0	0	0
0	mid	12	ыуауэи	0	MMVCPASCPSRA	0	0	0	3	0	0	2	1	2	0	2	2	1	2	0
0	mid	8	ыаоаэо	1	ASCACDPS	0	0	0	0	0	0	2	0	2	0	0	1	0	2	0
0	mid	6	уэоэуа	6	VSASSS	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0
0	mid	7	ээааао	4	SSASCAS	0	0	0	0	1	0	4	0	2	0	0	0	0	1	0
0	mid	7	оиаоиу	3	CVMSAVM	0	1	0	0	0	0	1	2	1	0	1	0	0	1	0
0	mid	9	ауоиоа	0	MACSMVMVV	0	0	0	0	0	0	1	3	1	0	1	0	0	1	0
0	mid	11	оэаиэо	0	PSMMMVCMMSV	0	0	0	0	0	0	2	2	0	0	2	1	0	1	0
0	mid	13	аоэоаэ	0	PSPSPSACPSCPS	0	0	0	0	1	0	5	0	1	0	0	5	0	2	0
0	mid	6	ууооаи	4	CVSMAS	1	0	0	0	0	0	2	1	1	0	0	0	0	1	0
0	mid	9	эаааэа	0	MPMASMMV	0	0	0	0	1	0	1	1	1	0	2	1	0	0	0
0	mid	7	аоиаоа	0	MSVCSMV	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0
0	mid	8	оэоэаи	1	SBVPSPAS	0	0	0	0	1	0	3	1	1	1	0	2	0	0	0
0	mid	8	уоаэои	1	SPSADSPS	0	0	0	0	0	1	4	0	1	0	0	2	0	0	0
0	mid	7	ооиаиы	4	SAPSSSV	0	0	0	0	0	0	4	1	1	0	0	1	0	0	0
0	mid	7	эааоэи	5	SPSVSVB	0	0	0	0	1	0	3	2	0	1	0	1	0	0	0
0	mid	8	ооаиаи	0	MSPSVSCS	0	0	0	0	0	0	4	1	0	0	0	1	0	1	0
0	mid	9	оуаыаэ	0	VSPSMVBCB	0	1	0	0	0	0	2	2	0	2	1	1	0	1	0
0	mid	7	аууоуа	3	VASPAAS	0	0	0	0	1	0	2	1	3	0	0	1	0	0	0
0	mid	9	оэаэиэ	0	VPSSPSMPS	0	1	0	0	0	0	4	1	0	0	1	3	0	0	0
0	mid	7	оаоаэи	4	SASVSCV	1	0	0	0	1	0	3	2	1	0	0	0	0	1	0
0	mid	6	иауэоэ	6	SVAVSA	1	0	0	0	0	0	2	2	2	0	0	0	0	0	0
0	mid	7	эааиоэ	4	SPASCSS	2	0	0	0	0	0	4	0	1	0	0	1	0	1	0
0	mid	8	ааэоыэ	1	CMSDPSSS	1	0	0	0	0	0	4	0	0	0	0	1	0	1	0
0	mid	7	ыоааоо	3	VCBVASV	0	1	0	0	0	0	1	3	1	1	0	0	0	1	0
0	mid	8	оээыээ	0	SSSCVBMS	3	0	0	0	0	0	4	1	0	1	0	0	0	1	0
0	mid	6	эооиоа	4	SAAMVS	1	0	0	0	1	0	2	1	2	0	0	0	0	0	0
0	mid	7	оииээу	4	CVASPSS	1	0	0	0	0	0	3	1	1	0	0	1	0	1	0
0	mid	9	ээыуаа	0	SPSVMPSSV	0	0	0	0	0	0	4	2	0	0	1	2	0	0	0
0	mid	8	эуааэо	0	BMSVPMCB	0	0	0	0	0	0	1	1	0	2	1	1	0	1	0
0	mid	8	эаэаэы	3	SVPAAMRA	0	0	0	1	0	0	1	1	3	0	1	1	1	0	0
0	mid	7	оиоуоэ	4	SAVSCVS	1	1	0	0	0	0	3	2	1	0	0	0	0	1	0
0	mid	10	ыооаоа	0	SMVPMSMASV	0	0	0	0	1	0	3	2	1	0	1	1	0	0	0
0	mid	7	ааиуоа	3	MMSMVSS	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
0	mid	8	иоиаио	1	MPMVPSSA	0	0	0	0	0	0	2	1	1	0	2	2	0	0	0
0	mid	9	ыоиоэо	0	VRRASSCCS	0	0	0	1	0	0	3	1	1	0	0	0	2	2	0
0	mid	8	эоэиуа	2	ASAMMBVM	0	0	0	0	0	0	1	1	2	1	2	0	0	0	0
0	mid	7	эоэуоо	4	SVSSPSV	1	1	0	0	0	0	4	2	0	0	0	1	0	0	0
0	mid	9	оиуаоа	0	MVCSMVPSA	2	0	0	0	0	0	2	2	1	0	1	1	0	1	0
0	mid	9	ооиоэи	0	SMBMSPSMA	0	0	0	0	1	0	3	0	1	1	1	1	0	0	0
0	mid	8	оиаэуа	2	BPMVSAMR	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0
0	mid	9	эуэаои	0	VCPSMSSSV	1	0	0	0	1	0	4	2	0	0	0	1	0	1	0
0	mid	6	иоааио	5	ASPASV	1	0	0	0	0	0	2	1	2	0	0	1	0	0	0
0	mid	8	оаооаи	1	PSASSBVM	0	0	0	0	1	0	3	1	1	1	1	1	0	0	0
0	mid	9	эаиоиэ	0	SSVPASPMS	2	0	0	0	0	0	4	1	1	0	0	2	0	0	0
1	mid	7	оааэиээ	1	BMVVSSV	1	1	0	0	0	0	2	3	0	1	0	0	0	0	0
0	mid	11	ааиаэа	0	PSVCPSVMCVM	0	0	0	0	0	0	2	3	0	0	2	2	0	2	0
0	mid	7	иаоооо	2	ASAVPAS	0	0	0	0	0	0	2	1	3	0	0	1	0	0	0
0	mid	9	уэооои	0	SMSBMPSSV	2	1	0	0	0	0	4	1	0	1	1	1	0	0	0
0	mid	7	эоиэуу	4	BPASSAS	0	0	0	0	1	0	3	0	2	1	0	1	0	0	0
0	mid	11	ааооаи	0	MMVCPSBVPMS	1	0	0	0	1	0	2	2	0	1	2	2	0	1	0
0	mid	9	ааоаиэ	0	BCMCMVBS	0	1	0	0	0	0	1	1	0	2	2	0	0	2	0
0	mid	8	иэоаио	0	ASSVMVPM	1	0	0	0	0	0	2	2	1	0	1	1	0	0	0
0	mid	11	иээаоэ	0	SCRVSCVMRVS	0	0	0	2	0	0	3	3	0	0	1	0	2	2	0
0	mid	8	оииэио	1	BMVCSPMB	0	0	0	0	0	0	1	1	0	2	2	1	0	1	0
0	mid	8	оаииии	0	BCMRVSSV	0	0	0	1	0	0	2	2	0	1	0	0	1	1	0
0	mid	9	оэуоао	0	PSMSSPDVS	1	0	0	0	0	1	4	1	0	0	0	2	0	0	0
0	mid	8	эооэиэ	0	SAMPMVRV	1	0	0	1	1	0	1	2	1	0	2	1	1	0	0
0	mid	9	оиаиээ	0	PSMVPSASB	0	0	0	0	0	0	3	1	1	1	0	2	0	0	0
0	mid	9	ээиаоэ	0	SSVCSPMVS	1	0	0	0	0	0	4	2	0	0	1	1	0	1	0
0	mid	9	оаиоыо	0	BMVVCMMVS	0	0	0	0	0	0	1	3	0	1	3	0	0	1	0
0	mid	6	ииээои	4	SSAASV	1	0	0	0	0	0	3	1	2	0	0	0	0	0	0
0	mid	5	аиэоэи	5	ASASV	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
0	mid	7	аооэои	2	CBMASSS	2	0	0	0	0	0	3	0	1	1	1	0	0	1	0
0	mid	7	уаоэио	5	BVPASAS	1	0	0	0	0	0	2	1	2	1	0	1	0	0	0
0	mid	9	эаэаоа	0	MVBSCAPSM	0	1	0	0	0	0	2	1	1	1	1	1	0	1	0
0	mid	10	аэоэоо	0	MRPSSCMCSA	0	1	1	0	0	0	3	0	1	0	1	1	1	2	0
0	mid	10	оиооэи	0	PMRSSMSMMV	0	1	1	0	0	0	3	1	0	0	2	1	1	0	0
0	mid	9	оиоаэу	0	RVCDVBSPS	0	0	0	0	0	1	2	2	0	1	0	1	1	1	0
0	mid	9	аээаои	0	VPSMAMBRV	0	1	0	0	0	0	1	2	1	1	1	1	1	0	0
0	mid	11	аааоуа	0	VCCMMPMSVRV	0	0	0	1	0	0	1	3	0	0	1	1	1	2	0
0	mid	11	оаоэоо	0	MCAPMSCBBPM	0	0	0	1	0	0	1	0	1	2	1	2	0	2	0
0	mid	13	уэауоэ	0	SPMBRVRVPMMMM	0	0	0	1	0	0	1	2	0	1	3	2	2	0	0
0	mid	9	эааэаа	0	SCRVMSMAS	0	0	0	1	0	0	3	1	1	0	1	0	1	1	0
0	mid	8	иаэыоэ	2	MPMPSASV	0	0	0	0	1	0	2	1	1	0	2	2	0	0	0
0	mid	7	аааэээ	1	BAMCMAS	0	0	0	0	1	0	1	0	2	1	2	0	0	1	0
0	mid	9	ааоиэа	0	MMVMSVPAS	0	1	0	0	0	0	2	2	1	0	1	1	0	0	0
0	mid	6	оооэоо	3	SVSSVS	1	1	0	0	0	0	4	2	0	0	0	0	0	0	0
0	mid	6	эооэаа	3	SVSBAS	2	1	0	0	0	0	3	1	1	1	0	0	0	0	0
0	mid	6	оаоиао	3	CVSSVB	0	0	0	0	1	0	2	2	0	1	0	0	0	1	0
0	mid	7	эиаауо	2	PSVSSAS	0	0	0	0	0	0	4	1	1	0	0	1	0	0	0
0	mid	7	оээаио	1	VMMSAVM	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0
0	mid	6	иэиэии	5	ASASVV	1	0	0	0	1	0	2	2	2	0	0	0	0	0	0
0	mid	9	аааоиа	0	VSPSMPMMV	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0
0	mid	9	оооээа	0	ARBPSMSSV	0	1	0	1	0	0	3	1	1	1	0	1	1	0	0
0	mid	9	ааэаэо	0	CRVSCVMSM	2	0	0	1	0	0	2	2	0	0	1	0	1	2	0
0	mid	8	аээоиу	0	MAPASPSV	1	0	0	0	1	0	2	1	2	0	0	2	0	0	0
0	mid	7	иаоаиа	4	SVMASSS	0	1	0	0	0	0	4	1	1	0	1	0	0	0	0
0	mid	8	аиуээо	0	MVSPSVAS	0	0	0	0	1	0	3	2	1	0	0	1	0	0	0
0	mid	8	эуиаоэ	0	PSMVVSSS	3	0	0	0	0	0	4	2	0	0	0	1	0	0	0
0	mid	6	эиыаоо	3	SSSASS	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0
0	mid	9	иэаиыо	0	BMVVRRMPM	0	0	0	0	0	0	0	2	0	1	2	1	2	0	0
0	mid	8	эаэоои	0	SVPSMPAS	1	0	1	0	1	0	3	1	1	0	0	2	0	0	0
0	mid	6	оиуэао	4	ASSVMS	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0
0	mid	9	эоиаоэ	0	CRVCVPSSS	1	0	0	0	0	0	3	2	0	0	0	1	1	2	0
0	mid	8	эоаоуо	2	SARMMBVV	0	0	0	0	0	0	1	2	1	1	2	0	1	0	0
0	mid	9	уааиоэ	0	CPMRVSCSV	0	0	0	0	0	0	2	2	0	0	1	1	1	2	0
